transaction_number,stock_name,order_type,quantity,timestamp
245,DogmatixCo,sell,1,1746650221.243445
246,LutetiaTech,sell,1,1746650221.243576
247,CaesarTech,sell,1,1746650221.244076
248,CaesarTech,sell,1,1746650221.251304
249,DogmatixCo,sell,1,1746650221.2539892
250,CaesarTech,sell,1,1746650221.2606258
251,DogmatixCo,sell,1,1746650221.2611609
252,DogmatixCo,sell,1,1746650221.2728372
253,DogmatixCo,sell,1,1746650221.281965
254,DogmatixCo,sell,1,1746650221.289898
255,DogmatixCo,sell,1,1746650221.297408
256,DogmatixCo,sell,1,1746650221.306348
257,DogmatixCo,sell,1,1746650221.31241
258,DogmatixCo,sell,1,1746650221.319103
259,DogmatixCo,sell,1,1746650221.324161
260,DogmatixCo,sell,1,1746650221.328208
261,DogmatixCo,sell,1,1746650221.3318
262,DogmatixCo,sell,1,1746650221.335073
263,DogmatixCo,sell,1,1746650221.339249
264,DogmatixCo,sell,1,1746650221.342023
265,DogmatixCo,sell,1,1746650221.344975
266,DogmatixCo,sell,1,1746650221.348059
267,DogmatixCo,sell,1,1746650221.351181
268,DogmatixCo,sell,1,1746650221.3541079
269,MenhirCo,sell,1,1746650221.357066
270,RottenFishCo,sell,1,1746650224.56377
271,GameStart,sell,1,1746650224.56404
272,PiloteCo,sell,1,1746650224.564589
273,GameStart,sell,1,1746650224.565075
274,LutetiaTech,sell,1,1746650224.565933
275,PiloteCo,sell,1,1746650224.5725372
276,CaesarTech,sell,1,1746650224.572691
277,Reneium,sell,1,1746650224.573098
278,Reneium,sell,1,1746650224.5734951
279,DogmatixCo,sell,1,1746650224.57388
280,Reneium,sell,1,1746650224.579021
281,CaesarTech,sell,1,1746650224.57938
282,PiloteCo,sell,1,1746650224.5798662
283,Goscinnyium,sell,1,1746650224.580398
284,Reneium,sell,1,1746650224.5807009
285,DogmatixCo,sell,1,1746650224.586252
286,Goscinnyium,sell,1,1746650224.5879512
287,LutetiaTech,sell,1,1746650224.588585
288,Reneium,sell,1,1746650224.589609
289,Reneium,sell,1,1746650224.5898938
290,DogmatixCo,sell,1,1746650224.593344
291,DogmatixCo,sell,1,1746650224.594014
292,Reneium,sell,1,1746650224.5944982
293,DogmatixCo,sell,1,1746650224.5958421
294,RottenFishCo,sell,1,1746650224.596731
295,Reneium,sell,1,1746650224.845023
296,Reneium,sell,1,1746650224.845799
297,Goscinnyium,sell,1,1746650224.846217
298,GameStart,sell,1,1746650224.846443
299,GameStart,sell,1,1746650224.8528051
300,PiloteCo,sell,1,1746650224.853569
301,PiloteCo,sell,1,1746650224.8541708
302,GameStart,sell,1,1746650224.855053
303,BoarCo,sell,1,1746650224.860703
304,BoarCo,sell,1,1746650224.8613389
305,DogmatixCo,sell,1,1746650224.86193
306,Reneium,sell,1,1746650224.8623848
307,PiloteCo,sell,1,1746650224.8679
308,PiloteCo,sell,1,1746650224.868544
309,RottenFishCo,sell,1,1746650224.86966
310,MenhirCo,sell,1,1746650224.870024
311,RottenFishCo,sell,1,1746650224.8706071
312,LutetiaTech,sell,1,1746650224.875365
313,Goscinnyium,sell,1,1746650224.875839
314,LutetiaTech,sell,1,1746650224.876414
315,MenhirCo,sell,1,1746650224.8769312
316,BoarCo,sell,1,1746650224.8775392
317,LutetiaTech,sell,1,1746650224.881859
318,Goscinnyium,sell,1,1746650224.8837
319,Reneium,sell,1,1746650224.884373
320,LutetiaTech,sell,1,1746650224.889396
321,RottenFishCo,sell,1,1746650224.896103
322,RottenFishCo,sell,1,1746650224.905333
323,RottenFishCo,sell,1,1746650224.9158442
324,Reneium,sell,1,1746650224.923823
325,BoarCo,sell,1,1746650224.928407
326,DogmatixCo,sell,1,1746650225.067057
327,MenhirCo,sell,1,1746650225.067489
328,DogmatixCo,sell,1,1746650225.068052
329,LutetiaTech,sell,1,1746650225.073923
330,MenhirCo,sell,1,1746650225.075476
331,DogmatixCo,sell,1,1746650225.07587
332,CaesarTech,sell,1,1746650225.076712
333,GameStart,sell,1,1746650225.080502
334,Reneium,sell,1,1746650225.081134
335,MenhirCo,sell,1,1746650225.0813272
336,DogmatixCo,sell,1,1746650225.0831869
337,CaesarTech,sell,1,1746650225.083624
338,RottenFishCo,sell,1,1746650225.088277
339,Reneium,sell,1,1746650225.089186
340,RottenFishCo,sell,1,1746650225.089449
341,LutetiaTech,sell,1,1746650225.089823
342,GameStart,sell,1,1746650225.0903199
343,MenhirCo,sell,1,1746650225.0939038
344,BoarCo,sell,1,1746650225.095606
345,LutetiaTech,sell,1,1746650225.0968041
346,Reneium,sell,1,1746650225.097701
347,BoarCo,sell,1,1746650225.098816
348,MenhirCo,sell,1,1746650225.100669
349,BoarCo,sell,1,1746650225.103062
350,DogmatixCo,sell,1,1746650225.1060312
351,Reneium,sell,1,1746650225.106442
352,BoarCo,sell,1,1746650225.10717
353,DogmatixCo,sell,1,1746650225.107906
354,BoarCo,sell,1,1746650225.111153
355,RottenFishCo,sell,1,1746650225.113339
356,BoarCo,sell,1,1746650225.113833
357,MenhirCo,sell,1,1746650225.11419
358,Reneium,sell,1,1746650225.114779
359,Reneium,sell,1,1746650225.1171148
360,MenhirCo,sell,1,1746650225.120963
361,BoarCo,sell,1,1746650225.122468
362,Reneium,sell,1,1746650225.122825
363,Goscinnyium,sell,1,1746650225.12992
364,BoarCo,sell,1,1746650225.130332
365,DogmatixCo,sell,1,1746650225.138701
366,RottenFishCo,sell,1,1746650225.145777
367,Goscinnyium,sell,1,1746650225.2921228
368,MenhirCo,sell,1,1746650225.292614
369,PiloteCo,sell,1,1746650225.293806
370,BoarCo,sell,1,1746650225.297607
371,Goscinnyium,sell,1,1746650225.2990878
372,Reneium,sell,1,1746650225.30068
373,PiloteCo,sell,1,1746650225.3022132
374,PiloteCo,sell,1,1746650225.3093162
375,Goscinnyium,sell,1,1746650225.3100438
376,LutetiaTech,sell,1,1746650225.310615
377,RottenFishCo,sell,1,1746650225.311458
378,PiloteCo,sell,1,1746650225.3118699
379,BoarCo,sell,1,1746650225.316285
380,LutetiaTech,sell,1,1746650225.317267
381,MenhirCo,sell,1,1746650225.317782
382,PiloteCo,sell,1,1746650225.319241
383,RottenFishCo,sell,1,1746650225.319659
384,BoarCo,sell,1,1746650225.323508
385,MenhirCo,sell,1,1746650225.32401
386,LutetiaTech,sell,1,1746650225.325053
387,RottenFishCo,sell,1,1746650225.327659
388,PiloteCo,sell,1,1746650225.328392
389,BoarCo,sell,1,1746650225.330438
390,DogmatixCo,sell,1,1746650225.3323221
391,LutetiaTech,sell,1,1746650225.333268
392,Goscinnyium,sell,1,1746650225.33534
393,RottenFishCo,sell,1,1746650225.336086
394,DogmatixCo,sell,1,1746650225.337804
395,PiloteCo,sell,1,1746650225.339936
396,LutetiaTech,sell,1,1746650225.340797
397,PiloteCo,sell,1,1746650225.3424509
398,LutetiaTech,sell,1,1746650225.343043
399,BoarCo,sell,1,1746650225.3459451
400,LutetiaTech,sell,1,1746650225.347383
401,LutetiaTech,sell,1,1746650225.348735
402,PiloteCo,sell,1,1746650225.349462
403,BoarCo,sell,1,1746650225.3528051
404,LutetiaTech,sell,1,1746650225.355482
405,PiloteCo,sell,1,1746650225.356545
406,PiloteCo,sell,1,1746650225.357085
407,BoarCo,sell,1,1746650225.3597388
408,Reneium,sell,1,1746650225.363631
409,PiloteCo,sell,1,1746650225.364695
410,BoarCo,sell,1,1746650225.367084
411,Reneium,sell,1,1746650225.370027
412,PiloteCo,sell,1,1746650225.371768
413,BoarCo,sell,1,1746650225.37308
414,Reneium,sell,1,1746650225.377955
415,PiloteCo,sell,1,1746650225.378382
416,Reneium,sell,1,1746650225.3843992
417,PiloteCo,sell,1,1746650225.3850791
418,PiloteCo,sell,1,1746650225.3921201
419,Reneium,sell,1,1746650225.392412
420,PiloteCo,sell,1,1746650225.39775
421,Reneium,sell,1,1746650225.3984241
422,Reneium,sell,1,1746650225.403706
423,Reneium,sell,1,1746650225.4043038
424,RottenFishCo,sell,1,1746650225.409361
425,Reneium,sell,1,1746650225.4102762
426,Reneium,sell,1,1746650225.416169
427,Reneium,sell,1,1746650225.421383
428,Reneium,sell,1,1746650225.427022
429,Reneium,sell,1,1746650225.431398
430,PiloteCo,sell,1,1746650225.4360619
431,DogmatixCo,sell,1,1746650225.441377
432,DogmatixCo,sell,1,1746650225.4476428
433,GameStart,sell,1,1746650225.6825678
434,Goscinnyium,sell,1,1746650225.684942
435,DogmatixCo,sell,1,1746650225.690868
436,Goscinnyium,sell,1,1746650225.6931179
437,BoarCo,sell,1,1746650225.6961331
438,GameStart,sell,1,1746650225.710999
439,Goscinnyium,sell,1,1746650225.711762
440,DogmatixCo,sell,1,1746650225.7121332
441,Goscinnyium,sell,1,1746650225.7127502
442,LutetiaTech,sell,1,1746650225.7135942
443,CaesarTech,sell,1,1746650225.720275
444,Goscinnyium,sell,1,1746650225.7215328
445,DogmatixCo,sell,1,1746650225.722194
446,Reneium,sell,1,1746650225.7226539
447,LutetiaTech,sell,1,1746650225.7239838
448,CaesarTech,sell,1,1746650225.7294662
449,Goscinnyium,sell,1,1746650225.7302332
450,Reneium,sell,1,1746650225.730638
451,Reneium,sell,1,1746650225.73124
452,CaesarTech,sell,1,1746650225.731829
453,CaesarTech,sell,1,1746650225.737592
454,Goscinnyium,sell,1,1746650225.7383611
455,CaesarTech,sell,1,1746650225.738654
456,PiloteCo,sell,1,1746650225.739082
457,Reneium,sell,1,1746650225.739325
458,CaesarTech,sell,1,1746650225.745978
459,CaesarTech,sell,1,1746650225.746252
460,Goscinnyium,sell,1,1746650225.7480588
461,PiloteCo,sell,1,1746650225.7486022
462,Reneium,sell,1,1746650225.750696
463,CaesarTech,sell,1,1746650225.7550988
464,CaesarTech,sell,1,1746650225.755661
465,Goscinnyium,sell,1,1746650225.7563572
466,PiloteCo,sell,1,1746650225.757549
467,Reneium,sell,1,1746650225.758945
468,CaesarTech,sell,1,1746650225.763381
469,CaesarTech,sell,1,1746650225.7639658
470,Goscinnyium,sell,1,1746650225.764582
471,MenhirCo,sell,1,1746650225.76717
472,Reneium,sell,1,1746650225.767898
473,MenhirCo,sell,1,1746650225.7704692
474,CaesarTech,sell,1,1746650225.773189
475,Goscinnyium,sell,1,1746650225.776237
476,MenhirCo,sell,1,1746650225.784182
477,Reneium,sell,1,1746650225.7884002
478,CaesarTech,sell,1,1746650225.79176
479,MenhirCo,sell,1,1746650225.792764
480,Goscinnyium,sell,1,1746650225.797257
481,MenhirCo,sell,1,1746650225.800918
482,Reneium,sell,1,1746650225.8022988
483,MenhirCo,sell,1,1746650225.803881
484,CaesarTech,sell,1,1746650225.804513
485,MenhirCo,sell,1,1746650225.8120399
486,Goscinnyium,sell,1,1746650225.8135989
487,Reneium,sell,1,1746650225.814427
488,MenhirCo,sell,1,1746650225.815258
489,CaesarTech,sell,1,1746650225.817036
490,MenhirCo,sell,1,1746650225.824796
491,Goscinnyium,sell,1,1746650225.826493
492,MenhirCo,sell,1,1746650225.8268611
493,Reneium,sell,1,1746650225.830556
494,CaesarTech,sell,1,1746650225.831717
495,MenhirCo,sell,1,1746650225.8391411
496,Goscinnyium,sell,1,1746650225.840234
497,MenhirCo,sell,1,1746650225.841658
498,CaesarTech,sell,1,1746650225.842345
499,Reneium,sell,1,1746650225.843096
500,MenhirCo,sell,1,1746650225.846838
501,MenhirCo,sell,1,1746650225.851905
502,Goscinnyium,sell,1,1746650225.853684
503,Reneium,sell,1,1746650225.854444
504,CaesarTech,sell,1,1746650225.855298
505,MenhirCo,sell,1,1746650225.8579588
506,Goscinnyium,sell,1,1746650225.865643
507,Reneium,sell,1,1746650225.8678558
508,CaesarTech,sell,1,1746650225.870253
509,MenhirCo,sell,1,1746650225.8767622
510,LutetiaTech,sell,1,1746650225.8838599
511,Reneium,sell,1,1746650225.884314
512,CaesarTech,sell,1,1746650225.88505
513,MenhirCo,sell,1,1746650225.886569
514,CaesarTech,sell,1,1746650225.894925
515,CaesarTech,sell,1,1746650225.895456
516,Reneium,sell,1,1746650225.896053
517,MenhirCo,sell,1,1746650225.896887
518,CaesarTech,sell,1,1746650225.904618
519,CaesarTech,sell,1,1746650225.905159
520,Reneium,sell,1,1746650225.9058912
521,MenhirCo,sell,1,1746650225.908468
522,CaesarTech,sell,1,1746650225.9133499
523,CaesarTech,sell,1,1746650225.913741
524,Reneium,sell,1,1746650225.916202
525,MenhirCo,sell,1,1746650225.918384
526,CaesarTech,sell,1,1746650225.923695
527,CaesarTech,sell,1,1746650225.9257479
528,MenhirCo,sell,1,1746650225.927159
529,Reneium,sell,1,1746650225.927841
530,CaesarTech,sell,1,1746650225.931419
531,CaesarTech,sell,1,1746650225.931974
532,Reneium,sell,1,1746650225.935746
533,CaesarTech,sell,1,1746650225.939413
534,Goscinnyium,sell,1,1746650225.943051
535,CaesarTech,sell,1,1746650225.946607
536,Goscinnyium,sell,1,1746650225.948221
537,CaesarTech,sell,1,1746650225.9527302
538,LutetiaTech,sell,1,1746650225.9551191
539,CaesarTech,sell,1,1746650225.958709
540,LutetiaTech,sell,1,1746650225.961299
541,CaesarTech,sell,1,1746650225.96533
542,MenhirCo,sell,1,1746650225.9667342
543,CaesarTech,sell,1,1746650225.972676
544,MenhirCo,sell,1,1746650225.973089
545,CaesarTech,sell,1,1746650225.978697
546,MenhirCo,sell,1,1746650225.97959
547,CaesarTech,sell,1,1746650225.985902
548,MenhirCo,sell,1,1746650225.987217
549,CaesarTech,sell,1,1746650225.996546
550,MenhirCo,sell,1,1746650225.998661
551,CaesarTech,sell,1,1746650226.0090969
552,MenhirCo,sell,1,1746650226.01011
553,MenhirCo,sell,1,1746650226.016644
554,CaesarTech,sell,1,1746650226.0184588
555,MenhirCo,sell,1,1746650226.024062
556,CaesarTech,sell,1,1746650226.025291
557,MenhirCo,sell,1,1746650226.0280519
558,CaesarTech,sell,1,1746650226.0287979
559,MenhirCo,sell,1,1746650226.031779
560,CaesarTech,sell,1,1746650226.032531
561,MenhirCo,sell,1,1746650226.035569
562,CaesarTech,sell,1,1746650226.0364711
563,MenhirCo,sell,1,1746650226.038943
564,CaesarTech,sell,1,1746650226.040193
565,CaesarTech,sell,1,1746650226.043535
566,CaesarTech,sell,1,1746650226.047161
567,CaesarTech,sell,1,1746650226.0513742
568,MenhirCo,sell,1,1746650674.794711
569,LutetiaTech,sell,1,1746650674.796107
570,Reneium,sell,1,1746650674.797174
571,CaesarTech,sell,1,1746650674.7972438
572,PiloteCo,sell,1,1746650674.797287
573,CaesarTech,sell,1,1746650674.805325
574,DogmatixCo,sell,1,1746650674.8057652
575,MenhirCo,sell,1,1746650674.807297
576,MenhirCo,sell,1,1746650674.807647
577,MenhirCo,sell,1,1746650674.807919
578,GameStart,sell,1,1746650674.811937
579,GameStart,sell,1,1746650674.813596
580,MenhirCo,sell,1,1746650674.8138509
581,MenhirCo,sell,1,1746650674.81409
582,DogmatixCo,sell,1,1746650674.8143659
583,DogmatixCo,sell,1,1746650674.815045
584,LutetiaTech,sell,1,1746650674.92335
585,LutetiaTech,sell,1,1746650674.9235158
586,GameStart,sell,1,1746650674.923695
587,Goscinnyium,sell,1,1746650674.9242082
588,Goscinnyium,sell,1,1746650674.924788
589,Reneium,sell,1,1746650674.930471
590,PiloteCo,sell,1,1746650674.931523
591,RottenFishCo,sell,1,1746650674.931956
592,GameStart,sell,1,1746650674.932471
593,LutetiaTech,sell,1,1746650675.073269
594,GameStart,sell,1,1746650675.074025
595,Goscinnyium,sell,1,1746650675.0750651
596,LutetiaTech,sell,1,1746650675.079329
597,GameStart,sell,1,1746650675.081387
598,RottenFishCo,sell,1,1746650675.0818172
599,RottenFishCo,sell,1,1746650675.082315
600,MenhirCo,sell,1,1746650675.0853179
601,MenhirCo,sell,1,1746650675.086464
602,PiloteCo,sell,1,1746650675.0880141
603,GameStart,sell,1,1746650675.088832
604,MenhirCo,sell,1,1746650675.089252
605,MenhirCo,sell,1,1746650675.092761
606,MenhirCo,sell,1,1746650675.0930848
607,BoarCo,sell,1,1746650675.0935621
608,MenhirCo,sell,1,1746650675.094313
609,DogmatixCo,sell,1,1746650675.096017
610,PiloteCo,sell,1,1746650675.0983338
611,LutetiaTech,sell,1,1746650675.0999098
612,RottenFishCo,sell,1,1746650675.104198
613,Reneium,sell,1,1746650675.105097
614,Goscinnyium,sell,1,1746650675.109947
615,BoarCo,sell,1,1746650675.119275
616,RottenFishCo,sell,1,1746650675.1229062
617,CaesarTech,sell,1,1746650675.123551
618,RottenFishCo,sell,1,1746650675.124278
619,LutetiaTech,sell,1,1746650675.125119
620,DogmatixCo,sell,1,1746650675.127008
621,GameStart,sell,1,1746650675.1334631
622,GameStart,sell,1,1746650675.143334
623,GameStart,sell,1,1746650675.151901
624,GameStart,sell,1,1746650675.162517
625,PiloteCo,sell,1,1746650675.226551
